Source,Target,Type,Label,Weight,Person_Index_Year,Assoc_Index_Year
楊簡,舒衍,Directed,學生為Y,1,1141,1163
楊簡,馮興宗,Directed,學生為Y,1,1141,1198
楊簡,馮興宗,Directed,學生為Y,1,1141,1198
楊簡,馮國壽,Directed,學生為Y,1,1141,
楊簡,馮國壽,Directed,學生為Y,1,1141,
楊簡,王晉老,Directed,學生為Y,1,1141,1163
楊簡,葉祐之,Directed,學生為Y,1,1141,1165
楊簡,葉祐之,Directed,學生為Y,1,1141,1165
楊簡,王震,Directed,學生為Y,1,1141,
楊簡,王震,Directed,學生為Y,1,1141,
楊簡,朱介,Directed,學生為Y,1,1141,
楊簡,朱介,Directed,學生為Y,1,1141,
楊簡,沈鞏,Directed,學生為Y,1,1141,
楊簡,吳榘,Directed,學生為Y,1,1141,1190
楊簡,李鶚,Directed,學生為Y,1,1141,1156
楊簡,吳塤,Directed,學生為Y,1,1141,
楊簡,何元壽,Directed,學生為Y,1,1141,
楊簡,余元發,Directed,學生為Y,1,1141,
楊簡,邵甲,Directed,學生為Y,1,1141,1223
楊簡,馬燮,Directed,學生為Y,1,1141,1220
楊簡,孫明仲,Directed,學生為Y,1,1141,1129
楊簡,孫伯溫,Directed,學生為Y,1,1141,1163
楊簡,許孚,Directed,學生為Y,1,1141,
楊簡,曹正,Directed,學生為Y,1,1141,
楊簡,張渭,Directed,學生為Y,1,1141,1172
楊簡,曾熠,Directed,學生為Y,1,1141,
楊簡,曾汲古,Directed,學生為Y,1,1141,
楊簡,項復,Directed,學生為Y,1,1141,
楊簡,傅大原,Directed,學生為Y,1,1141,1178
楊簡,傅正夫,Directed,學生為Y,1,1141,
楊簡,舒益,Directed,學生為Y,1,1141,
楊簡,鄒夢遇,Directed,學生為Y,1,1141,1148
楊簡,錢槱,Directed,學生為Y,1,1141,1237
楊簡,薛疑之,Directed,學生為Y,1,1141,
楊簡,史彌鞏,Directed,弟子為Y,1,1141,1170
楊簡,邵甲,Directed,弟子為Y,1,1141,1223
楊溥,高遜志,Directed,門人為Y,1,1371,1339
楊愨,戚同文,Directed,學生為Y,1,,904
楊時,李郁,Directed,門人為Y,1,1053,1086
楊時,李似祖,Directed,門人為Y,1,1053,1088
楊時,羅從彥,Directed,門人為Y,1,1053,1072
楊時,廖衙,Directed,門人為Y,1,1053,
楊時,李德駿,Directed,門人為Y,1,1053,
楊時,蕭顗,Directed,門人為Y,1,1053,
楊時,陳淵,Directed,學生為Y,1,1053,1082
楊時,陸棠,Directed,學生為Y,1,1053,
楊時,胡宏,Directed,學生為Y,1,1053,1106
楊時,張九成,Directed,學生為Y,1,1053,1092
楊時,喻樗,Directed,學生為Y,1,1053,1117
楊時,何郁,Directed,學生為Y,1,1053,1090
楊時,宋之才,Directed,學生為Y,1,1053,1090
楊時,胡珵,Directed,學生為Y,1,1053,1091
楊時,蕭顗,Directed,學生為Y,1,1053,
楊時,關治,Directed,弟子為Y,1,1053,1058
楊時,曹令德,Directed,弟子為Y,1,1053,
楊萬里,侯世昭,Directed,門人為Y,1,1127,
楊萬里,曾槐,Directed,學生為Y,1,1127,1148
楊萬里,劉儼,Directed,學生為Y,1,1127,
楊萬里,羅椿,Directed,學生為Y,1,1127,
楊萬里,劉覺之,Directed,學生為Y,1,1127,
楊維禎,殷奎,Directed,學生為Y,1,1296,1331
楊維禎,申屠衡,Directed,學生為Y,1,1296,
楊維禎,盧熊,Directed,學生為Y,1,1296,1331
楊維禎,倪中,Directed,學生為Y,1,1296,
楊維禎,張憲,Directed,學生為Y,1,1296,
楊維禎,吳復,Directed,學生為Y,1,1296,1331
楊維禎,王璲,Directed,學生為Y,1,1296,
楊維禎,朱芾,Directed,學生為Y,1,1296,
楊維禎,余善,Directed,學生為Y,1,1296,
楊維禎,吳復,Directed,學生為Y,1,1296,1298
楊維禎,呂恂,Directed,學生為Y,1,1296,1327
楊維禎,董佐才,Directed,學生為Y,1,1296,
楊維禎,鄒奕,Directed,學生為Y,1,1296,1318
楊維禎,王汝玉,Directed,學生為Y,1,1296,1349
楊維禎,張學暨,Directed,學生為Y,1,1296,1307
楊維禎,余善,Directed,弟子為Y,1,1296,
楊億,仲簡,Directed,學生為Y,1,974,989
楊由義,朱熹,Directed,學生為Y,1,,1130
楊昭復,呂大圭,Directed,弟子為Y,1,,1227
楊子嘉,李鶚,Directed,門人為Y,1,,1156
葉采,陳天澤,Directed,學生為Y,1,1211,
葉邽,徐僑,Directed,學生為Y,1,1182,1160
葉適,劉克莊,Directed,學生為Y,1,1150,1187
葉適,周南,Directed,學生為Y,1,1150,1159
葉適,王植,Directed,學生為Y,1,1150,
葉適,陳韡,Directed,學生為Y,1,1150,1180
葉適,吳子良,Directed,學生為Y,1,1150,1197
葉適,袁廷儒,Directed,學生為Y,1,1150,1065
葉適,袁聘儒,Directed,學生為Y,1,1150,1163
葉適,宋駒,Directed,學生為Y,1,1150,1159
葉適,戴栩,Directed,學生為Y,1,1150,1178
葉適,孟猷,Directed,學生為Y,1,1150,1156
葉適,孟導,Directed,學生為Y,1,1150,1160
葉適,葉紹翁,Directed,學生為Y,1,1150,
葉適,丁希亮,Directed,學生為Y,1,1150,1146
葉適,王度,Directed,學生為Y,1,1150,1157
葉適,趙汝鐸,Directed,學生為Y,1,1150,1171
葉適,厲仲方,Directed,學生為Y,1,1150,1159
葉適,陳志崇,Directed,學生為Y,1,1150,1158
葉適,葛紹體,Directed,學生為Y,1,1150,
葉適,方來,Directed,學生為Y,1,1150,1175
葉適,王象祖,Directed,學生為Y,1,1150,
葉適,毛當時,Directed,學生為Y,1,1150,1163
葉適,王汶,Directed,學生為Y,1,1150,
葉適,邵持正,Directed,學生為Y,1,1150,1157
葉適,張垓,Directed,學生為Y,1,1150,1148
葉適,夏庭簡,Directed,學生為Y,1,1150,1173
葉適,翁敏之,Directed,學生為Y,1,1150,
葉適,張公秀,Directed,學生為Y,1,1150,
葉適,陳埴,Directed,學生為Y,1,1150,1157
葉適,鄧傳之,Directed,學生為Y,1,1150,
葉適,薛子長,Directed,學生為Y,1,1150,
葉適,王大受,Directed,弟子為Y,1,1150,1142
葉適,孫之宏,Directed,弟子為Y,1,1150,1184
葉廷珪,黃祖舜,Directed,學生為Y,1,1085,1094
葉廷珪,葉顒,Directed,學生為Y,1,1085,1102
葉廷珪,陳俊卿,Directed,學生為Y,1,1085,1113
葉味道,王夢松,Directed,弟子為Y,1,1190,1186
葉儀,許元,Directed,學生為Y,1,,1300
葉儀,何壽朋,Directed,學生為Y,1,,
葉子儀,王復,Directed,學生為Y,1,,1206
尹焞,呂稽中,Directed,門人為Y,1,1071,
尹焞,范淑,Directed,門人為Y,1,1071,
尹焞,韓元吉,Directed,學生為Y,1,1071,1118
尹焞,蔡迨,Directed,學生為Y,1,1071,
尹焞,虞仲琳,Directed,學生為Y,1,1071,1105
尹焞,陸景端,Directed,學生為Y,1,1071,1105
尹焞,馮忠恕,Directed,學生為Y,1,1071,1111
尹焞,王時敏,Directed,學生為Y,1,1071,
尹焞,高材,Directed,學生為Y,1,1071,
尹洙,歐陽修,Directed,學生為Y,1,1001,1007
應恕,趙師淵,Directed,學生為Y,1,,1142
游酢,陳侁,Directed,學生為Y,1,1053,1069
游酢,曾開,Directed,學生為Y,1,1053,1073
游執中,游醇,Directed,學生為Y,1,,1049
游執中,游酢,Directed,學生為Y,1,,1053
于世封,方蒙,Directed,門人為Y,1,1059,
余端臣,王文貫,Directed,學生為Y,1,1164,1196
余闕,戴良,Directed,學生為Y,1,1303,1317
余闕,郭奎,Directed,學生為Y,1,1303,1301
余闕,汪廣洋,Directed,學生為Y,1,1303,1316
余闕,汪河,Directed,學生為Y,1,1303,
余嶸,劉克莊,Directed,學生為Y,1,1162,1187
余學古,胡長孺,Directed,學生為Y,1,1221,1249
俞浙,孫駪,Directed,學生為Y,1,1230,
虞集,趙汸,Directed,學生為Y,1,1272,1319
喻樗,尤袤,Directed,學生為Y,1,1117,1127
喻樗,程迥,Directed,學生為Y,1,1117,1133
袁溉,薛季宣,Directed,學生為Y,1,,1134
袁燮,袁韶,Directed,學生為Y,1,1144,1157
袁燮,汪敏中,Directed,學生為Y,1,1144,1167
袁燮,舒衍,Directed,學生為Y,1,1144,1163
袁燮,胡革,Directed,學生為Y,1,1144,1165
袁燮,章煥,Directed,學生為Y,1,1144,1137
袁燮,朱震,Directed,學生為Y,1,1144,1177
袁燮,胡謙,Directed,學生為Y,1,1144,1157
袁燮,徐愿,Directed,學生為Y,1,1144,1175
袁燮,路康,Directed,學生為Y,1,1144,1153
袁章,戴日宣,Directed,學生為Y,1,1120,1137
岳珂,阮秀實,Directed,門人為Y,1,1183,
詹阜民,喻仲可,Directed,學生為Y,1,1162,
張采,周樸,Directed,學生為Y,1,,1245
張貫之,歐陽玄,Directed,學生為Y,1,,1283
張績,李常,Directed,學生為Y,1,,
張九成,郎曄,Directed,門人為Y,1,1092,
張九成,樊光遠,Directed,學生為Y,1,1092,1102
張九成,汪應辰,Directed,學生為Y,1,1092,1118
張九成,方導,Directed,學生為Y,1,1092,1133
張九成,沈清臣,Directed,學生為Y,1,1092,1127
張九成,倪稱,Directed,學生為Y,1,1092,1116
張九成,陳自修,Directed,學生為Y,1,1092,1136
張九成,于憲,Directed,學生為Y,1,1092,
張九成,李賓,Directed,學生為Y,1,1092,
張九成,徐椿年,Directed,學生為Y,1,1092,1112
張九成,郭浩,Directed,弟子為Y,1,1092,1158
張浚,張傑,Directed,門人為Y,1,1097,1133
張浚,嚴昌裔,Directed,門人為Y,1,1097,
張浚,陸游,Directed,學生為Y,1,1097,1125
張浚,楊萬里,Directed,學生為Y,1,1097,1127
張逵,代淵,Directed,學生為Y,1,975,985
張揆,趙宗立,Directed,學生為Y,1,986,996
張耒,吳怡,Directed,學生為Y,1,1054,
張諒,傅逸,Directed,學生為Y,1,,
張諒,盧道寧,Directed,學生為Y,1,,
張齊賢,郭延卿,Directed,學生為Y,1,943,
張栻,宋剛仲,Directed,門人為Y,1,1133,
張栻,宋文仲,Directed,門人為Y,1,1133,
張栻,趙方,Directed,門人為Y,1,1133,1158
張栻,王居仁,Directed,門人為Y,1,1133,1142
張栻,吳倫,Directed,門人為Y,1,1133,
張栻,范子長,Directed,學生為Y,1,1133,1151
張栻,潘友端,Directed,學生為Y,1,1133,1154
張栻,胡大時,Directed,學生為Y,1,1133,1136
張栻,范仲黼,Directed,學生為Y,1,1133,1148
張栻,蘇權,Directed,學生為Y,1,1133,1154
張栻,張庶,Directed,學生為Y,1,1133,1136
張栻,趙方,Directed,學生為Y,1,1133,1158
張栻,曾集,Directed,學生為Y,1,1133,1130
張栻,趙善佐,Directed,學生為Y,1,1133,1134
張栻,張士佺,Directed,學生為Y,1,1133,1143
張栻,游九言,Directed,學生為Y,1,1133,1142
張栻,王遇,Directed,學生為Y,1,1133,1142
張栻,吳必大,Directed,學生為Y,1,1133,
張栻,梁子強,Directed,學生為Y,1,1133,
張栻,張巽,Directed,學生為Y,1,1133,
張栻,張仕佺,Directed,學生為Y,1,1133,1143
張栻,陳琦,Directed,學生為Y,1,1133,1136
張栻,黃執矩,Directed,學生為Y,1,1133,
張栻,賈林,Directed,學生為Y,1,1133,
張栻,楊知章,Directed,學生為Y,1,1133,
張栻,葉定,Directed,學生為Y,1,1133,
張栻,蔣復,Directed,學生為Y,1,1133,
張栻,蔣元夫,Directed,學生為Y,1,1133,
張栻,鍾如愚,Directed,學生為Y,1,1133,
張栻,鍾炤之,Directed,學生為Y,1,1133,1130
張栻,簡克己,Directed,學生為Y,1,1133,
張栻,周奭,Directed,弟子為Y,1,1133,
張希顏,任源,Directed,學生為Y,1,,1116
張希顏,任源,Directed,弟子為Y,1,,1116
張孝祥,董道輔,Directed,學生為Y,1,1132,
張孝祥,謝堯仁,Directed,學生為Y,1,1132,
張昕,黎明,Directed,學生為Y,1,,
張行成,呂凝之,Directed,門人為Y,1,1102,1121
張行成,馮履,Directed,門人為Y,1,1102,1160
張行成,呂凝之,Directed,學生為Y,1,1102,1121
張䇓,楊剛中,Directed,學生為Y,1,1236,1287
張訓禮,劉松年,Directed,學生為Y,1,,
張楧,葛乾孫,Directed,學生為Y,1,1260,1305
張以寧,石光霽,Directed,門人為Y,1,1301,
張以寧,石光霽,Directed,學生為Y,1,1301,
張易簡,蘇軾,Directed,學生為Y,1,,1036
張易簡,陳太初,Directed,學生為Y,1,,
張奕,張希房,Directed,學生為Y,1,1012,
張應辰,徐雷開,Directed,學生為Y,1,,1196
張應辰,黃霆發,Directed,學生為Y,1,,1184
張雨,張簡,Directed,學生為Y,1,1283,
張裕,徐霖,Directed,學生為Y,1,,1214
張元德,徐伯琛,Directed,學生為Y,1,,
張元素,李杲,Directed,學生為Y,1,,1180
張遠,郝士安,Directed,弟子為Y,1,,
張載,薛昌朝,Directed,門人為Y,1,1020,1028
張載,范育,Directed,學生為Y,1,1020,1027
張載,游師雄,Directed,學生為Y,1,1020,1038
張載,呂大鈞,Directed,學生為Y,1,1020,1031
張載,呂大臨,Directed,學生為Y,1,1020,1044
張載,李復,Directed,學生為Y,1,1020,1049
張載,蘇昞,Directed,學生為Y,1,1020,1043
張載,田腴,Directed,學生為Y,1,1020,
張載,潘拯,Directed,學生為Y,1,1020,
張載,劉公彥,Directed,學生為Y,1,1020,1049
張正己,張覺民,Directed,學生為Y,1,,
張中行,李彤,Directed,學生為Y,1,,1019
張中行,李彤,Directed,學生為Y,1,,1019
張翥,陶宗儀,Directed,學生為Y,1,1287,1329
張鑄,王安石,Directed,門人為Y,1,1000,1021
張鑄,王安石,Directed,學生為Y,1,1000,1021
張子覺,支時起,Directed,門人為Y,1,,
張子覺,支時起,Directed,門人為Y,1,,
張子覺,李石,Directed,學生為Y,1,,1108
趙,祖無擇,Directed,門人為Y,1,1187,1011
趙,文彥博,Directed,學生為Y,1,1187,1006
趙,文彥若,Directed,學生為Y,1,1187,1015
趙昌,林椿,Directed,學生為Y,1,,
趙昌,王友,Directed,學生為Y,1,,
趙鼎,王大寶,Directed,學生為Y,1,1085,1094
趙蕃,施霆亨,Directed,學生為Y,1,1143,
趙蕃,鄭夢協,Directed,學生為Y,1,1143,
趙汸,倪尚誼,Directed,學生為Y,1,1319,1333
趙汸,汪洗,Directed,學生為Y,1,1319,
趙汸,金居敬,Directed,學生為Y,1,1319,1321
趙汸,范準,Directed,學生為Y,1,1319,
趙庚,黃以寧,Directed,學生為Y,1,1151,1157
趙葵,劉虎,Directed,學生為Y,1,1186,
趙良鈞,俞皋,Directed,學生為Y,1,1241,
趙孟頫,柳貫,Directed,學生為Y,1,1254,1270
趙孟頫,許晉孫,Directed,學生為Y,1,1254,1288
趙孟頫,黃公望,Directed,學生為Y,1,1254,1269
趙孟頫,陳范,Directed,學生為Y,1,1254,
趙汝回,潘希白,Directed,學生為Y,1,1184,1223
趙偕,羅本,Directed,學生為Y,1,1277,
趙以夫,鄭與言,Directed,學生為Y,1,1189,1215
眞德秀,劉應李,Directed,學生為Y,1,,1244
真德秀,金文剛,Directed,門人為Y,1,1178,1188
真德秀,李遇,Directed,門人為Y,1,1178,1178
真德秀,孔元龍,Directed,門人為Y,1,1178,1178
真德秀,呂中,Directed,門人為Y,1,1178,
真德秀,呂仁,Directed,門人為Y,1,1178,
真德秀,呂良才,Directed,門人為Y,1,1178,
真德秀,林存,Directed,門人為Y,1,1178,1208
真德秀,劉克莊,Directed,學生為Y,1,1178,1187
真德秀,陳均,Directed,學生為Y,1,1178,
真德秀,李遇,Directed,學生為Y,1,1178,1178
真德秀,湯漢,Directed,學生為Y,1,1178,1214
真德秀,江塤,Directed,學生為Y,1,1178,1169
真德秀,宋普,Directed,學生為Y,1,1178,1183
真德秀,周天驥,Directed,學生為Y,1,1178,
真德秀,趙師宰,Directed,學生為Y,1,1178,
真德秀,劉炎,Directed,學生為Y,1,1178,1141
真德秀,龍崇,Directed,學生為Y,1,1178,
真德秀,王埜,Directed,弟子為Y,1,1178,1197
真德秀,曹錫,Directed,弟子為Y,1,1178,1178
鄭邦彥,萬世延,Directed,學生為Y,1,,1097
鄭伯熊,陳傅良,Directed,學生為Y,1,1115,1137
鄭伯熊,朱伯起,Directed,學生為Y,1,1115,
鄭伯熊,木待問,Directed,弟子為Y,1,1115,1133
鄭禮之,呂復,Directed,學生為Y,1,,
鄭霖,李演,Directed,學生為Y,1,1199,
鄭樵,楊興宗,Directed,學生為Y,1,1104,1130
鄭清之,應後,Directed,學生為Y,1,1176,1193
鄭深,阿速吉八,Directed,學生為Y,1,1314,1306
鄭獬,王得臣,Directed,學生為Y,1,1022,1029
鄭元佑,高遜志,Directed,學生為Y,1,,1339
鄭章,鄭若冲,Directed,學生為Y,1,1118,1146
种放,薛田,Directed,學生為Y,1,952,968
种放,高懌,Directed,學生為Y,1,952,
种放,李溉,Directed,學生為Y,1,952,
种放,高弁,Directed,學生為Y,1,952,966
种放,張荷,Directed,學生為Y,1,952,
种放,劉槩,Directed,學生為Y,1,952,
种放,劉孟節,Directed,學生為Y,1,952,
种放,韓退,Directed,學生為Y,1,952,
周必大,侯世昭,Directed,門人為Y,1,1126,
周必大,曾槐,Directed,學生為Y,1,1126,1148
周弼,顧逄,Directed,門人為Y,1,,
周弼,高常,Directed,學生為Y,1,,
周伯琦,高遜志,Directed,學生為Y,1,1298,1339
周敦頤,程顥,Directed,學生為Y,1,1017,1032
周敦頤,程頤,Directed,學生為Y,1,1017,1033
周敦頤,張宗範,Directed,學生為Y,1,1017,
周孚,朱叔珤,Directed,學生為Y,1,1135,
周葵,倪樸,Directed,學生為Y,1,1098,
周文敏,劉虹,Directed,學生為Y,1,,
周希孟,曾伉,Directed,門人為Y,1,,1023
周希孟,潘鯁,Directed,學生為Y,1,,1036
周行己,葉漸,Directed,學生為Y,1,1061,1069
朱炳,徐鹿卿,Directed,學生為Y,1,,1189
朱炳,徐鹿卿,Directed,學生為Y,1,,1189
朱公遷,洪初,Directed,學生為Y,1,1263,
朱洪範,胡斗元,Directed,學生為Y,1,1223,1224
朱渙,文天祥,Directed,學生為Y,1,1193,1236
朱渙,文天祥,Directed,學生為Y,1,1193,1236
朱銳,吳俊臣,Directed,學生為Y,1,,
朱松,羅願,Directed,學生為Y,1,1097,1136
朱松,程鼎,Directed,學生為Y,1,1097,1107
朱松,劉文伯,Directed,學生為Y,1,1097,
朱熹,周莊仲,Directed,門人為Y,1,1130,1085
朱熹,周元卿,Directed,門人為Y,1,1130,1140
朱熹,朱塾,Directed,門人為Y,1,1130,1153
朱熹,蔡元定,Directed,門人為Y,1,1130,1135
朱熹,蔡淵,Directed,門人為Y,1,1130,1156
朱熹,蔡模,Directed,門人為Y,1,1130,1188
朱熹,蔡杭,Directed,門人為Y,1,1130,1193
朱熹,趙善待,Directed,門人為Y,1,1130,1128
朱熹,趙師淵,Directed,門人為Y,1,1130,1142
朱熹,呂喬年,Directed,門人為Y,1,1130,1165
朱熹,趙師夏,Directed,門人為Y,1,1130,1160
朱熹,楊長孺,Directed,門人為Y,1,1130,1157
朱熹,王漢,Directed,門人為Y,1,1130,1152
朱熹,曹彥約,Directed,門人為Y,1,1130,1157
朱熹,陳守,Directed,門人為Y,1,1130,1148
朱熹,陳宓,Directed,門人為Y,1,1130,1171
朱熹,陳址,Directed,門人為Y,1,1130,1134
朱熹,鄭昭先,Directed,門人為Y,1,1130,1157
朱熹,劉起晦,Directed,門人為Y,1,1130,1142
朱熹,潘植,Directed,門人為Y,1,1130,1166
朱熹,潘柄,Directed,門人為Y,1,1130,1168
朱熹,黃杲,Directed,門人為Y,1,1130,1117
朱熹,余元一,Directed,門人為Y,1,1130,1148
朱熹,傅誠,Directed,門人為Y,1,1130,1151
朱熹,方大壯,Directed,門人為Y,1,1130,1183
朱熹,方符,Directed,門人為Y,1,1130,1176
朱熹,熊以寧,Directed,門人為Y,1,1130,1148
朱熹,熊節,Directed,門人為Y,1,1130,1169
朱熹,祝穆,Directed,門人為Y,1,1130,1190
朱熹,祝癸,Directed,門人為Y,1,1130,1192
朱熹,朱埜,Directed,門人為Y,1,1130,1148
朱熹,方耒,Directed,門人為Y,1,1130,1136
朱熹,方壬,Directed,門人為Y,1,1130,1147
朱熹,林振,Directed,門人為Y,1,1130,1160
朱熹,李東,Directed,門人為Y,1,1130,1160
朱熹,鄭可學,Directed,門人為Y,1,1130,1152
朱熹,黃東,Directed,門人為Y,1,1130,1137
朱熹,朱在,Directed,門人為Y,1,1130,1155
朱熹,黃㽦,Directed,門人為Y,1,1130,1150
朱熹,劉孟容,Directed,門人為Y,1,1130,1151
朱熹,詹儀之,Directed,門人為Y,1,1130,1121
朱熹,陳枅,Directed,門人為Y,1,1130,1165
朱熹,章康,Directed,門人為Y,1,1130,1183
朱熹,傅伯壽,Directed,門人為Y,1,1130,1133
朱熹,傅伯成,Directed,門人為Y,1,1130,1143
朱熹,劉爚,Directed,門人為Y,1,1130,1144
朱熹,應純之,Directed,門人為Y,1,1130,1172
朱熹,應謙之,Directed,門人為Y,1,1130,1160
朱熹,應茂之,Directed,門人為Y,1,1130,1169
朱熹,石洪慶,Directed,門人為Y,1,1130,1055
朱熹,符敘,Directed,門人為Y,1,1130,1151
朱熹,郭津,Directed,門人為Y,1,1130,1158
朱熹,郭浩,Directed,門人為Y,1,1130,1158
朱熹,潘履孫,Directed,門人為Y,1,1130,1166
朱熹,黃灝,Directed,門人為Y,1,1130,1130
朱熹,戴蒙,Directed,門人為Y,1,1130,1160
朱熹,黃謙,Directed,門人為Y,1,1130,1157
朱熹,李相祖,Directed,門人為Y,1,1130,1179
朱熹,郭磊卿,Directed,門人為Y,1,1130,1184
朱熹,李友仁,Directed,門人為Y,1,1130,1156
朱熹,林士謙,Directed,門人為Y,1,1130,1154
朱熹,劉淮,Directed,門人為Y,1,1130,1160
朱熹,王洽,Directed,門人為Y,1,1130,1152
朱熹,陸濬,Directed,門人為Y,1,1130,1181
朱熹,杜知仁,Directed,門人為Y,1,1130,1145
朱熹,林鼐,Directed,門人為Y,1,1130,1144
朱熹,陶暘,Directed,門人為Y,1,1130,
朱熹,滕珙,Directed,門人為Y,1,1130,1157
朱熹,竇從周,Directed,門人為Y,1,1130,
朱熹,竇澄,Directed,門人為Y,1,1130,
朱熹,曹叔遠,Directed,門人為Y,1,1130,1160
朱熹,程洵,Directed,門人為Y,1,1130,1135
朱熹,董銖,Directed,門人為Y,1,1130,1152
朱熹,陳文蔚,Directed,門人為Y,1,1130,1154
朱熹,翁易,Directed,門人為Y,1,1130,1166
朱熹,吳獵,Directed,門人為Y,1,1130,1143
朱熹,楊至,Directed,門人為Y,1,1130,
朱熹,趙綸,Directed,門人為Y,1,1130,1164
朱熹,吳琮,Directed,門人為Y,1,1130,1154
朱熹,劉堯夫,Directed,門人為Y,1,1130,
朱熹,廖德明,Directed,門人為Y,1,1130,1139
朱熹,鍾震,Directed,門人為Y,1,1130,1166
朱熹,高松,Directed,門人為Y,1,1130,1154
朱熹,趙子明(字),Directed,門人為Y,1,1130,1070
朱熹,程端蒙,Directed,門人為Y,1,1130,1143
朱熹,魏孝伯,Directed,門人為Y,1,1130,1146
朱熹,饒幹,Directed,門人為Y,1,1130,1145
朱熹,葉湜,Directed,門人為Y,1,1130,1168
朱熹,江默,Directed,門人為Y,1,1130,1139
朱熹,劉黻,Directed,門人為Y,1,1130,1178
朱熹,劉黼,Directed,門人為Y,1,1130,1180
朱熹,林至,Directed,門人為Y,1,1130,1147
朱熹,杜旝,Directed,門人為Y,1,1130,
朱熹,王阮,Directed,門人為Y,1,1130,1145
朱熹,趙師騫,Directed,門人為Y,1,1130,1150
朱熹,趙師游,Directed,門人為Y,1,1130,1150
朱熹,劉炎,Directed,門人為Y,1,1130,
朱熹,王景仁,Directed,門人為Y,1,1130,
朱熹,鄭性之,Directed,門人為Y,1,1130,1172
朱熹,葉味道,Directed,門人為Y,1,1130,1190
朱熹,康淵,Directed,門人為Y,1,1130,
朱熹,方伯起,Directed,門人為Y,1,1130,
朱熹,劉成道,Directed,門人為Y,1,1130,
朱熹,趙唯夫,Directed,門人為Y,1,1130,
朱熹,楊復,Directed,門人為Y,1,1130,
朱熹,饒敏學,Directed,門人為Y,1,1130,
朱熹,甘節,Directed,門人為Y,1,1130,
朱熹,丘珏,Directed,門人為Y,1,1130,
朱熹,江孚先,Directed,門人為Y,1,1130,
朱熹,任忠厚,Directed,門人為Y,1,1130,
朱熹,朱魯叔,Directed,門人為Y,1,1130,
朱熹,宋之源,Directed,門人為Y,1,1130,1158
朱熹,宋斌,Directed,門人為Y,1,1130,
朱熹,杜範,Directed,門人為Y,1,1130,1182
朱熹,李大訓,Directed,門人為Y,1,1130,1166
朱熹,李亢宗,Directed,門人為Y,1,1130,
朱熹,李周翰,Directed,門人為Y,1,1130,1223
朱熹,吳玭,Directed,門人為Y,1,1130,1152
朱熹,李伯誠,Directed,門人為Y,1,1130,
朱熹,吳倫,Directed,門人為Y,1,1130,
朱熹,吳昶,Directed,門人為Y,1,1130,1156
朱熹,吳壽昌,Directed,門人為Y,1,1130,
朱熹,呂炎,Directed,門人為Y,1,1130,
朱熹,吳振,Directed,門人為Y,1,1130,1157
朱熹,呂煥,Directed,門人為Y,1,1130,
朱熹,呂燾,Directed,門人為Y,1,1130,
朱熹,林羽,Directed,門人為Y,1,1130,
朱熹,余思齋,Directed,門人為Y,1,1130,
朱熹,林大春,Directed,門人為Y,1,1130,
朱熹,林用中,Directed,門人為Y,1,1130,
朱熹,周良,Directed,門人為Y,1,1130,1184
朱熹,林夔孫,Directed,門人為Y,1,1130,
朱熹,林易簡,Directed,門人為Y,1,1130,
朱熹,范元裕,Directed,門人為Y,1,1130,1162
朱熹,諸葛千能,Directed,門人為Y,1,1130,1151
朱熹,孫調,Directed,門人為Y,1,1130,1126
朱熹,孫自任,Directed,門人為Y,1,1130,
朱熹,許升,Directed,門人為Y,1,1130,1122
朱熹,許瑾,Directed,門人為Y,1,1130,
朱熹,許儉,Directed,門人為Y,1,1130,
朱熹,許文蔚,Directed,門人為Y,1,1130,1160
朱熹,曹建,Directed,門人為Y,1,1130,1120
朱熹,子升,Directed,門人為Y,1,1130,
朱熹,方毅父,Directed,門人為Y,1,1130,
朱熹,王力行,Directed,門人為Y,1,1130,
朱熹,王子充,Directed,門人為Y,1,1130,
朱熹,王子周,Directed,門人為Y,1,1130,
朱熹,王壬,Directed,門人為Y,1,1130,
朱熹,王朝,Directed,門人為Y,1,1130,
朱熹,朱季繹,Directed,門人為Y,1,1130,
朱熹,江元益,Directed,門人為Y,1,1130,
朱熹,江疇,Directed,門人為Y,1,1130,
朱熹,何巨源,Directed,門人為Y,1,1130,
朱熹,余正父(字),Directed,門人為Y,1,1130,
朱熹,余潔,Directed,門人為Y,1,1130,
朱熹,吳伯英(字),Directed,門人為Y,1,1130,
朱熹,吳伯遊,Directed,門人為Y,1,1130,
朱熹,吳知先,Directed,門人為Y,1,1130,
朱熹,吳南,Directed,門人為Y,1,1130,
朱熹,吳浩,Directed,門人為Y,1,1130,
朱熹,吳楶,Directed,門人為Y,1,1130,
朱熹,杜煜,Directed,門人為Y,1,1130,
朱熹,金去偽,Directed,門人為Y,1,1130,
朱熹,金朋說,Directed,門人為Y,1,1130,
朱熹,徐寓,Directed,門人為Y,1,1130,
朱熹,徐昭然,Directed,門人為Y,1,1130,
朱熹,郭叔雲,Directed,門人為Y,1,1130,
朱熹,張宗說,Directed,門人為Y,1,1130,
朱熹,張彥清,Directed,門人為Y,1,1130,1155
朱熹,張顯父,Directed,門人為Y,1,1130,1157
朱熹,陳易,Directed,門人為Y,1,1130,1166
朱熹,陳埴,Directed,門人為Y,1,1130,1157
朱熹,陳範,Directed,門人為Y,1,1130,1184
朱熹,陳駿,Directed,門人為Y,1,1130,1139
