Id,Label,Index_Year
傅蒙,傅蒙,
汪開之,汪開之,1197
王仁,王仁,
余澤,余澤,
郭炯,郭炯,
王順,王順,1319
史泳,史泳,
胡震,胡震,
吳伸,吳伸,
程師夔,程師夔,1134
江與權,江與權,
李A,李A,
卓琮,卓琮,
蘇國蘭,蘇國蘭,1196
林棟,林棟,1241
陳袤,陳袤,1088
祖無擇,祖無擇,1011
薛昌朝,薛昌朝,1028
劉江,劉江,
郎曄,郎曄,
李夢龍,李夢龍,1184
呂凝之,呂凝之,1121
馮履,馮履,1160
洪簡,洪簡,
史彌林,史彌林,1138
何元壽,何元壽,
曹正,曹正,
田錫,田錫,940
葉由庚,葉由庚,1202
龔應之,龔應之,1193
李堂,李堂,
李常,李常,
高銑,高銑,922
高本,高本,950
張景,張景,970
任唐徵,任唐徵,
李憲,李憲,
馬應昌,馬應昌,
趙文,趙文,1239
趙彊,趙彊,1212
葉采,葉采,1198
張洞,張洞,1019
朱光庭,朱光庭,1037
李縕,李縕,1015
袁桷,袁桷,1266
吳龍翰,吳龍翰,1233
李謨,李謨,1082
孫适,孫适,1049
趙孚,趙孚,
李祐之,李祐之,
劉翼,劉翼,
王濟淵,王濟淵,
石光霽,石光霽,
俞洪,俞洪,
釋環省,釋環省,
姚勉,姚勉,1216
孫逢吉,孫逢吉,1135
句中正,句中正,929
方蒙,方蒙,
李侁,李侁,
支時起,支時起,
田亮功,田亮功,
楊泰之,楊泰之,1169
徐畸,徐畸,
顧逄,顧逄,
釋應端,釋應端,
釋諱才,釋諱才,
釋應如,釋應如,
釋曇異,釋曇異,1039
釋曇密,釋曇密,
何兌,何兌,1088
李鶚,李鶚,1156
呂頤浩,呂頤浩,1071
何士昭,何士昭,1055
莫如德,莫如德,1214
何鏐,何鏐,
李雲龍,李雲龍,
林訔,林訔,1179
李伯玉,李伯玉,1205
石延年,石延年,994
劉潛,劉潛,
高耕,高耕,
陳成父,陳成父,1169
鄒浩,鄒浩,1060
張正,張正,1000
胡仲勉,胡仲勉,
唐元嘉,唐元嘉,1324
吳履仁,吳履仁,
釋廣明,釋廣明,
杜欽卨,杜欽卨,1063
黃汝翼,黃汝翼,1055
郭延卿,郭延卿,
王薦,王薦,1046
倪樸,倪樸,
張宗範,張宗範,
張紆,張紆,
梁寬,梁寬,1043
張宇,張宇,
侯封,侯封,
釋奉真,釋奉真,
謝疇,謝疇,
劉世南,劉世南,
鄒棐,鄒棐,1043
吳祕,吳祕,1004
黃黎獻,黃黎獻,
劉摯,劉摯,1027
張巨,張巨,1063
徐無黨,徐無黨,1021
釋惠勤,釋惠勤,
邢居實,邢居實,1068
李陶,李陶,1038
王寔,王寔,1050
樊資深,樊資深,
吳儔,吳儔,1064
胡稷言,胡稷言,1036
李商叟,李商叟,
鄭僑,鄭僑,1139
章穎,章穎,1145
趙焯,趙焯,1120
樂洪,樂洪,
龔原,龔原,1033
李定,李定,1028
鮑由,鮑由,1061
蔡肇,蔡肇,1056
韓宗厚,韓宗厚,1042
王伯起,王伯起,1044
王無咎,王無咎,1024
葉濤,葉濤,1043
蔡卞,蔡卞,1058
陳度,陳度,1049
鄭俠,鄭俠,1041
沈銖,沈銖,1043
孫適,孫適,1028
蔡淵,蔡淵,1034
王沇之,王沇之,1052
馬希孟,馬希孟,1043
孟厚,孟厚,
汪澥,汪澥,1042
陳輔,陳輔,
杜文甫,杜文甫,1241
沈僑,沈僑,977
蔡彌邵,蔡彌邵,1116
張良臣,張良臣,1133
陳鳳,陳鳳,
陸天驥,陸天驥,
錢大有,錢大有,
王誼,王誼,
陸棠,陸棠,
何郁,何郁,1090
宋之才,宋之才,1090
胡珵,胡珵,1091
孔道輔,孔道輔,986
許驤,許驤,943
李承造,李承造,1092
滕涉,滕涉,980
張昉,張昉,922
郭成範,郭成範,
章湜,章湜,1136
丁希亮,丁希亮,1146
何堅,何堅,
章椿,章椿,
喻南強,喻南強,
樓應元,樓應元,
晁冲之,晁冲之,1075
周子雍,周子雍,
寇國寶,寇國寶,1067
趙䶵之,趙䶵之,
沈度,沈度,
周純明,周純明,1042
邢恕,邢恕,1038
沈躬行,沈躬行,1064
蘇昞,蘇昞,1043
晏敦復,晏敦復,1075
許景衡,許景衡,1072
呂義山,呂義山,1061
劉安節,劉安節,1068
戴述,戴述,1074
李參,李參,1050
楊迪,楊迪,1055
張繹,張繹,
周恭先,周恭先,
周孚先,周孚先,
唐棣,唐棣,1085
張閎中,張閎中,
陳經正,陳經正,1081
陳經邦,陳經邦,1083
趙彥道,趙彥道,1052
暢大隱,暢大隱,
練繪,練繪,
鮑若雨,鮑若雨,
謝湜,謝湜,1055
董道輔,董道輔,
謝堯仁,謝堯仁,
趙宗立,趙宗立,996
潘鯁,潘鯁,1036
葉漸,葉漸,1069
潘友恭,潘友恭,1156
潘友端,潘友端,1154
湯泳,湯泳,
石宗昭,石宗昭,1142
蔡沆,蔡沆,1165
趙師雍,趙師雍,1157
趙師蒧,趙師蒧,1175
趙師端,趙師端,1154
包約,包約,1150
包遜,包遜,1152
曹彥純,曹彥純,1155
陳秠,陳秠,1154
陳宇,陳宇,1143
陳定,陳定,1111
劉學古,劉學古,1168
趙崇度,趙崇度,1175
陳孔夙,陳孔夙,1169
曾三聘,曾三聘,1144
石斗文,石斗文,1129
詹體仁,詹體仁,1143
詹淵,詹淵,1168
劉炳,劉炳,1148
劉炯,劉炯,1169
周直卿,周直卿,
方誼,方誼,1132
彭尋,彭尋,1144
彭蠡,彭蠡,1146
彭方,彭方,1163
任希夷,任希夷,1145
李文子,李文子,1163
李季札,李季札,1147
杜爗,杜爗,1178
李璠,李璠,
楊楫,楊楫,1150
方禾,方禾,1147
李宗思,李宗思,1133
張宗說,張宗說,1145
張洽,張洽,1178
吳仁傑,吳仁傑,1148
丁克,丁克,
上官謐,上官謐,1130
毛友誠,毛友誠,
王遇,王遇,1142
王過,王過,
龔郯,龔郯,
江嗣,江嗣,1115
江文卿,江文卿,
沈僴,沈僴,
宋之汪,宋之汪,1161
李煇,李煇,
李杞,李杞,
李大同,李大同,1193
李孝述,李孝述,
李孺用,李孺用,1172
吳必大,吳必大,
吳英,吳英,1130
林巒,林巒,
林補,林補,
林仁實,林仁實,1150
林允中,林允中,
林憲卿,林憲卿,1148
林學履,林學履,
林鼒,林鼒,1146
周謨,周謨,1141
胡安之,胡安之,
林得遇,林得遇,
范念德,范念德,1132
俞聞中,俞聞中,1144
唐曄,唐曄,1167
范士衡,范士衡,
孫枝,孫枝,1184
時源,時源,1170
曹晉叔,曹晉叔,
梁瑑,梁瑑,
張德運,張德運,
陳齊冲,陳齊冲,
程珙,程珙,
程實之,程實之,
楊士(仕)訓,楊士(仕)訓,1162
葉寅,葉寅,
廖俁,廖俁,1139
廖義剛,廖義剛,
趙希漢,趙希漢,
鄭會,鄭會,1181
劉子寰,劉子寰,1187
嚴侶,嚴侶,1271
謝璡,謝璡,
謝教,謝教,
連某,連某,
徐禹,徐禹,
趙惟夫,趙惟夫,
魏新之,魏新之,1242
韓璜,韓璜,
薛徽言,薛徽言,1093
向浯,向浯,1116
胡襄,胡襄,1108
劉芮,劉芮,1120
徐時動,徐時動,
彪虎臣,彪虎臣,1078
楊訓,楊訓,1058
黎明,黎明,
譚知禮,譚知禮,
劉荀,劉荀,
毛以謨,毛以謨,
石安民,石安民,1115
金悅,金悅,
梁觀國,梁觀國,1088
黃執矩,黃執矩,
周之道,周之道,1030
莫君陳,莫君陳,1027
王得臣,王得臣,1029
游烈,游烈,1027
朱臨,朱臨,1019
凌浩,凌浩,1035
歐陽發,歐陽發,1040
方仲宇,方仲宇,1037
倪天隱,倪天隱,
張君奭,張君奭,1042
翁仲通,翁仲通,1027
趙屼,趙屼,1035
盛僑,盛僑,1023
陳敏,陳敏,1040
苗授,苗授,1029
潘及甫,潘及甫,1016
蔡說,蔡說,1022
杜汝霖,杜汝霖,
吳孜,吳孜,1058
周穎,周穎,1040
祝常,祝常,
翁升,翁升,1052
張堅,張堅,
韋許,韋許,
廖夷清,廖夷清,995
鄧佑甫,鄧佑甫,1021
張洞,張洞,
舒琪,舒琪,1146
孫應時,孫應時,1154
沈炳,沈炳,1141
黃叔豐,黃叔豐,
周清叟,周清叟,
吳厚若,吳厚若,1154
吳誠若,吳誠若,1154
黃柟,黃柟,1167
黃椿,黃椿,1167
黃棐,黃棐,1167
李肅,李肅,1151
鄧約禮,鄧約禮,1148
傅一飛,傅一飛,1137
孟渙,孟渙,1118
高宗商,高宗商,
朱桴,朱桴,1156
李耆壽,李耆壽,1167
俞庭椿,俞庭椿,1142
陳剛,陳剛,
張孝直,張孝直,
陳去華,陳去華,
彭興宗,彭興宗,
傅夢泉,傅夢泉,
趙子新,趙子新,
蔣元夫,蔣元夫,
謝希孟,謝希孟,
嚴滋,嚴滋,
戴復古,戴復古,
舒衍,舒衍,1163
張渭,張渭,1172
張峋,張峋,1044
章惇,章惇,1035
趙濟,趙濟,1029
呂希績,呂希績,1048
周長孺,周長孺,1012
張崏,張崏,1046
張仲賓,張仲賓,
黃景,黃景,
楊賢寶,楊賢寶,
鄭夬,鄭夬,
朱服,朱服,1043
錢世雄,錢世雄,1051
杜輿,杜輿,
姜君弼,姜君弼,
孫勰,孫勰,1050
李斯立,李斯立,
崔子方,崔子方,
詹範,詹範,1033
慕容暉,慕容暉,
牟子才,牟子才,1193
汪大發,汪大發,
胡揚,胡揚,1165
郭黃中,郭黃中,1200
程安之,程安之,1198
蔣山,蔣山,
蔣公順,蔣公順,
嚴師夔,嚴師夔,
韓元吉,韓元吉,1118
蔡迨,蔡迨,
虞仲琳,虞仲琳,1105
馮忠恕,馮忠恕,1111
王時敏,王時敏,
高材,高材,
吳道,吳道,
呂逢時,呂逢時,
張堯封,張堯封,994
馬永卿,馬永卿,1079
黎確,黎確,
顏岐,顏岐,
謝薖,謝薖,1053
饒節,饒節,
邢世材,邢世材,1140
吳洪,吳洪,1134
戚如圭,戚如圭,1113
戚如琥,戚如琥,1160
時鎬,時鎬,1140
時錡,時錡,1140
時涇,時涇,1172
陳良祐,陳良祐,1124
羊永德,羊永德,1116
詹長民,詹長民,1162
潘景夔,潘景夔,1147
潘景尹,潘景尹,1147
喬行簡,喬行簡,1156
姜模,姜模,1122
徐侃,徐侃,1162
徐倬,徐倬,1162
方琥,方琥,1154
呂約,呂約,1160
何逮,何逮,1153
鞏嶸,鞏嶸,1151
郭澄,郭澄,1150
喬夢符,喬夢符,1145
黃渙,黃渙,1148
沈有開,沈有開,1134
時澐,時澐,1154
時瀾,時瀾,1156
時少章,時少章,1204
汪淳,汪淳,
汪仲儀,汪仲儀,1151
石範,石範,1148
唐復,唐復,1184
柴淵,柴淵,1118
郭頤,郭頤,1073
宋林,宋林,1154
包子謙,包子謙,
朱質,朱質,1163
宋元則,宋元則,1128
李誠之,李誠之,1153
邵樸,邵樸,1148
林居實,林居實,1142
唐季度,唐季度,1132
卲津,卲津,
張垓,張垓,1148
倪千里,倪千里,1157
徐安國,徐安國,1136
徐宗卿(字),徐宗卿(字),1118
呂孝祥,呂孝祥,
高觀,高觀,1118
江注,江注,
吳儀鳳,吳儀鳳,1118
王抑,王抑,1118
趙煜,趙煜,
潘友昭,潘友昭,1118
俞厚,俞厚,1145
邵樸,邵樸,
邵度,邵度,
宋天則,宋天則,1118
宋珄,宋珄,
鄭良臣,鄭良臣,1118
盧琰,盧琰,1118
方自牧,方自牧,1118
章叔平,章叔平,
張蒙,張蒙,
張成招,張成招,
傅如松,傅如松,
楊誠之,楊誠之,1154
葉秀發,葉秀發,1161
葉季韶,葉季韶,
趙彥秬,趙彥秬,1136
趙善珍,趙善珍,1142
趙善談(譚),趙善談(譚),
鄭宗強,鄭宗強,
李泳,李泳,1142
吳友聞,吳友聞,
王碩,王碩,1160
劉清臣,劉清臣,1151
傅如川,傅如川,
徐文虎,徐文虎,1135
林安之,林安之,1142
葉重開,葉重開,1154
唐復,唐復,
時少章,時少章,
胡伯虎,胡伯虎,
趙善談,趙善談,
金昇卿,金昇卿,
曹偕,曹偕,
歐陽闢,歐陽闢,1061
李撰,李撰,1043
仲簡,仲簡,989
潘淳,潘淳,1027
范溫,范溫,1112
張才叔,張才叔,
黃沇,黃沇,
楊皓,楊皓,
蔡相,蔡相,
劉瑜,劉瑜,
廖剛,廖剛,1071
蔣珫,蔣珫,1076
陳篆,陳篆,1094
林彖,林彖,
林宋卿,林宋卿,1076
詹勉,詹勉,
蕭建功,蕭建功,
范子長,范子長,1151
胡大時,胡大時,1136
蘇權,蘇權,1154
張庶,張庶,1136
曾集,曾集,1130
趙善佐,趙善佐,1134
張士佺,張士佺,1143
游九言,游九言,1142
梁子強,梁子強,
張巽,張巽,
張仕佺,張仕佺,1143
陳琦,陳琦,1136
賈林,賈林,
楊知章,楊知章,
葉定,葉定,
蔣復,蔣復,
鍾如愚,鍾如愚,
鍾炤之,鍾炤之,1130
簡克己,簡克己,
曾槐,曾槐,1148
張潞,張潞,
劉嶠,劉嶠,1077
趙棠,趙棠,1128
胡大原,胡大原,1128
譚傃,譚傃,
楊大異,楊大異,1190
吳翌,吳翌,1129
彪居正,彪居正,1108
龔昱,龔昱,1121
蘇頌,蘇頌,1020
鄒宗謨,鄒宗謨,1105
朱軾,朱軾,1049
胡敏,胡敏,1018
張大亨,張大亨,1055
張大亨,張大亨,
劉希聲,劉希聲,
劉伯聲,劉伯聲,
張文淑,張文淑,
范如圭,范如圭,1102
陳長方,陳長方,1108
曾逮,曾逮,1114
章悊,章悊,1075
章憲,章憲,1075
陳少方,陳少方,1067
周憲,周憲,
施庭先,施庭先,
杜圯,杜圯,1081
石景舒,石景舒,1054
韓羽,韓羽,1043
鄭云,鄭云,
鄭褎,鄭褎,
金式,金式,1154
耶律右尚,耶律右尚,1236
王好古,王好古,
熊酉,熊酉,
熊剛大,熊剛大,1184
熊慶冑,熊慶冑,
翁泳,翁泳,
劉逢源,劉逢源,
丘葵,丘葵,1244
陳徵,陳徵,1297
潘音,潘音,1270
鮑恂,鮑恂,1305
朱夏,朱夏,1289
吳志道,吳志道,
戴灝,戴灝,1327
張無夢,張無夢,1002
龐安時,龐安時,
趙良仁,趙良仁,1291
戴思恭,戴思恭,1324
吳璜,吳璜,
戴日宣,戴日宣,1137
劉克莊,劉克莊,1187
陳均,陳均,
江塤,江塤,1169
宋普,宋普,1183
周天驥,周天驥,
趙師宰,趙師宰,
劉炎,劉炎,1141
龍崇,龍崇,
袁韶,袁韶,1157
汪敏中,汪敏中,1167
胡革,胡革,1165
章煥,章煥,1137
朱震,朱震,1177
胡謙,胡謙,1157
徐愿,徐愿,1175
路康,路康,1153
孫允,孫允,1154
吳适,吳适,1174
沈樞,沈樞,1115
沈鍾,沈鍾,1145
沈銘,沈銘,1145
袁肅,袁肅,1169
竺欣,竺欣,1119
汪行簡,汪行簡,
羅子有,羅子有,
鄭若冲,鄭若冲,1146
應後,應後,1193
鄭次申,鄭次申,1187
鄭次時,鄭次時,
趙炎,趙炎,1235
董槐,董槐,1199
朱鵬飛,朱鵬飛,1223
施峻,施峻,
崔若舟,崔若舟,1110
崔若兩,崔若兩,1110
鄧洵美,鄧洵美,1095
劉儼,劉儼,
羅椿,羅椿,
劉覺之,劉覺之,
徐元德,徐元德,1148
林子燕,林子燕,1169
袁申儒,袁申儒,1160
趙希錧,趙希錧,1176
胡宗,胡宗,1163
呂聲之,呂聲之,1143
沈體仁,沈體仁,1150
黃章,黃章,1166
林頤叔,林頤叔,1142
林淵叔,林淵叔,1144
朱黼,朱黼,1150
周勉,周勉,
胡時,胡時,
陳巖,陳巖,1154
馮琳,馮琳,1150
馮瑜,馮瑜,1150
朱伯起,朱伯起,
萬庠,萬庠,1127
葉士寧,葉士寧,1145
萬世延,萬世延,1097
劉夙,劉夙,1124
林方,林方,1160
楊興宗,楊興宗,1130
卓先,卓先,1146
黃芻,黃芻,1121
李樗,李樗,1113
樊世顯,樊世顯,
項詵老,項詵老,1263
王侃,王侃,1186
王賁,王賁,
周敬孫,周敬孫,
陳天瑞,陳天瑞,1239
盛象翁,盛象翁,
楊錡,楊錡,
張莘夫,張莘夫,1249
季鏞,季鏞,1175
倪公武,倪公武,
倪公晦,倪公晦,
張潤之,張潤之,
張必大,張必大,
金麟,金麟,
童偕,童偕,
童俱,童俱,
衛富益,衛富益,
張樞,張樞,1292
趙宏偉,趙宏偉,1244
唐良知,唐良知,
唐良瑞,唐良瑞,
郭子昭,郭子昭,
蘇友龍,蘇友龍,1296
蘇伯衡,蘇伯衡,1329
金涓,金涓,
呂溥,呂溥,
方麟,方麟,
王餘慶,王餘慶,
呂洙,呂洙,
呂權,呂權,1292
李唐,李唐,
李裕,李裕,1294
汪祀,汪祀,1305
唐懷德,唐懷德,1307
馬道貫,馬道貫,
張匡敬,張匡敬,
戚崇僧,戚崇僧,1290
劉涓,劉涓,
傅似翁,傅似翁,1302
邢沂,邢沂,
王褘,王褘,1322
蔣允升,蔣允升,1329
陳基,陳基,1314
朱廉,朱廉,
傅藻,傅藻,
朱濂,朱濂,
王佖,王佖,1186
趙良淳,趙良淳,1211
陳大猷,陳大猷,1229
方齊,方齊,
汪相,汪相,
汪華,汪華,
吳中,吳中,
俞應元,俞應元,1232
湯伯陽,湯伯陽,
程德萃,程德萃,
董敬庵,董敬庵,
萬鎮,萬鎮,1220
蔡汝揆,蔡汝揆,
魯仕能,魯仕能,1214
韓秋巖,韓秋巖,
羅天酉,羅天酉,1229
周南,周南,1159
王植,王植,
陳韡,陳韡,1180
袁廷儒,袁廷儒,1065
袁聘儒,袁聘儒,1163
宋駒,宋駒,1159
戴栩,戴栩,1178
孟猷,孟猷,1156
孟導,孟導,1160
葉紹翁,葉紹翁,
王度,王度,1157
趙汝鐸,趙汝鐸,1171
厲仲方,厲仲方,1159
陳志崇,陳志崇,1158
葛紹體,葛紹體,
方來,方來,1175
王象祖,王象祖,
毛當時,毛當時,1163
王汶,王汶,
邵持正,邵持正,1157
夏庭簡,夏庭簡,1173
翁敏之,翁敏之,
張公秀,張公秀,
鄧傳之,鄧傳之,
薛子長,薛子長,
舒撝,舒撝,1191
鞠巖,鞠巖,1198
周子直,周子直,
倪尚誼,倪尚誼,1333
汪洗,汪洗,
金居敬,金居敬,1321
范準,范準,
朱升,朱升,1299
鄧諫從,鄧諫從,
蘇在鎔,蘇在鎔,1153
樂材,樂材,1125
句龍復成,句龍復成,
劉伯熊,劉伯熊,
李惟正,李惟正,1152
李維正,李維正,
陳光,陳光,1116
朱準,朱準,
黃君任,黃君任,1205
林冑,林冑,1237
林㝱協,林㝱協,1217
鄭獻翁,鄭獻翁,1235
蘇國台,蘇國台,1184
朱鉅,朱鉅,1190
朱鈞,朱鈞,1190
李鑑,李鑑,1187
吳泳,吳泳,1178
吳昌裔,吳昌裔,1183
李晦,李晦,
林子敭,林子敭,
馬宗諒,馬宗諒,
家𢴍,家𢴍,
湛存,湛存,
文彥若,文彥若,1015
范育,范育,1027
游師雄,游師雄,1038
呂大鈞,呂大鈞,1031
呂大臨,呂大臨,1044
李復,李復,1049
田腴,田腴,
潘拯,潘拯,
劉公彥,劉公彥,1049
鄭轂,鄭轂,1088
謝襲,謝襲,
祝奕,祝奕,1063
劉懋,劉懋,1114
魏掞之,魏掞之,1116
魏穎,魏穎,1049
邵景之,邵景之,1142
張哲,張哲,
陳侁,陳侁,1069
曾開,曾開,1073
羅願,羅願,1136
劉文伯,劉文伯,
范季隨,范季隨,
殷奎,殷奎,1331
申屠衡,申屠衡,
盧熊,盧熊,1331
倪中,倪中,
張憲,張憲,
吳復,吳復,1331
王璲,王璲,
朱芾,朱芾,
余善,余善,
吳復,吳復,1298
呂恂,呂恂,1327
董佐才,董佐才,
鄒奕,鄒奕,1318
王汝玉,王汝玉,1349
張學暨,張學暨,1307
劉璪,劉璪,1096
劉九垓,劉九垓,
陳彥國,陳彥國,1071
黎道華,黎道華,
吳怡,吳怡,
樊光遠,樊光遠,1102
方導,方導,1133
沈清臣,沈清臣,1127
倪稱,倪稱,1116
陳自修,陳自修,1136
于憲,于憲,
李賓,李賓,
徐椿年,徐椿年,1112
林日選,林日選,1184
秦觀,秦觀,1055
趙暘,趙暘,1064
韓冠卿,韓冠卿,1158
韓度,韓度,1210
唐徹,唐徹,1169
解齊賢,解齊賢,
曾機,曾機,1137
曾震,曾震,1136
左揆,左揆,
喻仲可,喻仲可,
葉經,葉經,
曾崇,曾崇,1115
劉莊孫,劉莊孫,1234
馬友直,馬友直,1070
薛田,薛田,968
高懌,高懌,
張荷,張荷,
劉槩,劉槩,
劉孟節,劉孟節,
韓退,韓退,
鄭與言,鄭與言,1215
袁甫,袁甫,1174
陳瑢,陳瑢,1175
汪伋,汪伋,1148
洪揚祖,洪揚祖,1202
陳塤,陳塤,1197
史彌鞏,史彌鞏,1170
馮興宗,馮興宗,1198
馮國壽,馮國壽,
王晉老,王晉老,1163
葉祐之,葉祐之,1165
王震,王震,
朱介,朱介,
沈鞏,沈鞏,
吳榘,吳榘,1190
吳塤,吳塤,
余元發,余元發,
邵甲,邵甲,1223
馬燮,馬燮,1220
孫明仲,孫明仲,1129
孫伯溫,孫伯溫,1163
許孚,許孚,
曾熠,曾熠,
曾汲古,曾汲古,
項復,項復,
傅大原,傅大原,1178
傅正夫,傅正夫,
舒益,舒益,
鄒夢遇,鄒夢遇,1148
錢槱,錢槱,1237
薛疑之,薛疑之,
嚴畏,嚴畏,
呂浩,呂浩,1160
劉虎,劉虎,
朱叔珤,朱叔珤,
吳錫疇,吳錫疇,1215
馬端復,馬端復,1252
馬端臨,馬端臨,1254
彭皋,彭皋,
詹仲美,詹仲美,
趙介如,趙介如,
錢朝彥,錢朝彥,1104
王大昌,王大昌,
樓大年,樓大年,1185
釋宗本,釋宗本,
孫疇,孫疇,
彭圖南,彭圖南,
范端臣,范端臣,1124
范端杲,范端杲,1126
邵恂,邵恂,
柴喆,柴喆,
張龜年,張龜年,1124
陳九言,陳九言,
虞唐佐,虞唐佐,
曾士倬,曾士倬,1220
許晉孫,許晉孫,1288
黃公望,黃公望,1269
陳范,陳范,
王冕,王冕,1296
張寓,張寓,1067
滕愷,滕愷,1105
馬默,馬默,
馬隨,馬隨,1024
宋宏,宋宏,1008
杜默,杜默,
孟宗儒,孟宗儒,
張續,張續,
趙狩,趙狩,
趙澤,趙澤,
葉祖洽,葉祖洽,1055
鄭克寬,鄭克寬,
唐庚,唐庚,1071
陳子敬,陳子敬,
李彤,李彤,1019
朱長文,朱長文,1039
韓玉父,韓玉父,
蔡畋,蔡畋,
趙令晙,趙令晙,1064
賈師古,賈師古,
史蒙卿,史蒙卿,1247
黃叔雅,黃叔雅,1267
史晏卿,史晏卿,
楊湲,楊湲,
趙孟,趙孟,
錢象祖,錢象祖,1169
何執中,何執中,1044
黃景昌,黃景昌,1261
羅晉,羅晉,1196
嚴松,嚴松,
曾滂,曾滂,1128
葉元老,葉元老,
趙孟僩,趙孟僩,
宋無,宋無,1260
劉棨,劉棨,
司馬植,司馬植,1080
李潛,李潛,1037
李垕,李垕,1145
項采,項采,
馮亞,馮亞,
陳序,陳序,
孫齍,孫齍,1086
衛炳,衛炳,
董琦,董琦,1117
董琮,董琮,1166
董真卿,董真卿,
袁洪,袁洪,1245
俞珙,俞珙,1146
尤袤,尤袤,1127
蕭廷之,蕭廷之,
王元通,王元通,
金農,金農,1687
馮時行,馮時行,1100
吳漸,吳漸,1124
陳策,陳策,1200
代淵,代淵,985
鄒應博,鄒應博,1175
黃鏞,黃鏞,
馮正符,馮正符,1052
曹璪,曹璪,1077
曹璉,曹璉,1079
施霆亨,施霆亨,
鄭夢協,鄭夢協,
柳肩吾,柳肩吾,942
家勤國,家勤國,1034
胡應之,胡應之,
黃祖舜,黃祖舜,1094
葉顒,葉顒,1102
陳俊卿,陳俊卿,1113
林鶚翁,林鶚翁,1211
黃自信,黃自信,1198
李之才,李之才,982
李挺之,李挺之,982
林宗臣,林宗臣,
王億,王億,
林處恭,林處恭,
唐轂,唐轂,
唐轅,唐轅,
夏璿,夏璿,
張瑩,張瑩,1302
胡翰,胡翰,1307
徐原,徐原,
趙良恭,趙良恭,1317
陶宗儀,陶宗儀,1329
曾蕃,曾蕃,1320
脫脫,脫脫,1314
也先帖木兒,也先帖木兒,1269
陳士貞,陳士貞,1302
傅致柔,傅致柔,1313
樓光亨,樓光亨,1296
阿速吉八,阿速吉八,1306
陳繹曾,陳繹曾,1287
蕭璚,蕭璚,
張簡,張簡,
王士點,王士點,1275
郭奎,郭奎,1301
汪廣洋,汪廣洋,1316
汪河,汪河,
龍遇奇,龍遇奇,1571
劉子昇,劉子昇,
夏煜,夏煜,
安熙,安熙,1270
趙時勉,趙時勉,1274
張輯,張輯,
釋居昱,釋居昱,
馬存,馬存,1033
胡楚材,胡楚材,
汪炎昶,汪炎昶,1190
任元,任元,1328
任序,任序,1330
羅博文,羅博文,1116
劉嘉譽,劉嘉譽,
郭翼,郭翼,1305
李坦之,李坦之,
唐桂芳,唐桂芳,1299
韓宜可,韓宜可,
王受益,王受益,1335
釋大訢,釋大訢,1284
段思溫,段思溫,1240
吳士亨,吳士亨,
郭郁,郭郁,1257
吳元瑜,吳元瑜,
薛蒙,薛蒙,
王龍澤,王龍澤,1244
戴士先,戴士先,1035
王文貫,王文貫,1196
方儀,方儀,
陳珪,陳珪,
陳應壁,陳應壁,
戴亨,戴亨,
林起潛,林起潛,
鍾季正,鍾季正,
凌策,凌策,957
王友,王友,
焦錫,焦錫,
王復,王復,1206
薛式,薛式,
高洵,高洵,
林桂發,林桂發,1217
史堯輔,史堯輔,1173
史賓之,史賓之,1216
李處權,李處權,1086
鄭儀孫,鄭儀孫,
黃以翼,黃以翼,
鄭思忱,鄭思忱,
朱恮,朱恮,
徐鹿卿,徐鹿卿,1189
朱雪,朱雪,
潘希宗,潘希宗,
吳俊臣,吳俊臣,
徐天錫,徐天錫,
徐天彝,徐天彝,
汪宗臣,汪宗臣,1173
高常,高常,
宋汝志,宋汝志,
徐道廣,徐道廣,
宋慈,宋慈,1183
車安行,車安行,1194
祝泌,祝泌,1244
任玠,任玠,1107
謝皓,謝皓,1052
謝黻,謝黻,1064
馬永忠,馬永忠,
李彥華,李彥華,1112
李恂,李恂,1115
楊汝南,楊汝南,1115
李演,李演,
方輗,方輗,
許應庚,許應庚,1199
鮑俊德,鮑俊德,1128
高斯得,高斯得,1201
夏侯延祐,夏侯延祐,
吳謙,吳謙,
葉夢得,葉夢得,
吳千仞,吳千仞,968
胡淵,胡淵,1050
夏希賢,夏希賢,1266
胡長孺,胡長孺,1249
柯大春,柯大春,
王邁,王邁,1185
劉虹,劉虹,
秦熺,秦熺,1098
張宏,張宏,
高公亮,高公亮,
劉樸,劉樸,
侯安國,侯安國,
邵機,邵機,
孫駪,孫駪,
俞皋,俞皋,
樓鑰,樓鑰,1137
蔣仲武,蔣仲武,
袁文,袁文,1119
吳儆,吳儆,1127
項維寅,項維寅,
王珉,王珉,
劉棠,劉棠,1108
王巖,王巖,
林從周,林從周,1196
董為良,董為良,1131
柴瑾,柴瑾,1105
柴衛,柴衛,1118
江介,江介,1126
江泳,江泳,1124
鄭升,鄭升,
鄭雍,鄭雍,
鄭升之,鄭升之,1127
鄭可與,鄭可與,1154
單崔明,單崔明,
周樸,周樸,1245
張希房,張希房,
徐霖,徐霖,1214
傅逸,傅逸,
盧道寧,盧道寧,
張覺民,張覺民,
任源,任源,1116
劉松年,劉松年,
徐雷開,徐雷開,1196
黃霆發,黃霆發,1184
翁巖壽,翁巖壽,1214
蔣世珍,蔣世珍,1229
楊元定,楊元定,1186
薛京,薛京,
陳瀧,陳瀧,
王巖叟,王巖叟,1043
童必大,童必大,1187
陽枋,陽枋,1187
陽岊,陽岊,
